offer_id,gender,age,became_member_on,income,reward,channels,difficulty,duration,offer_type,paid,offer_received,offer_viewed,offer_viewed_y_n,offer_completed,offer_completed_y_n
3,2,26.0,1206,61000.0,2.0,2,10.0,7.0,2,0.0,0,78,0,17,1
6,2,26.0,1206,61000.0,2.0,0,10.0,10.0,2,5.11,168,67,0,66,0
2,2,26.0,1206,61000.0,0.0,2,0.0,4.0,1,0.0,336,34,0,17,1
5,2,26.0,1206,61000.0,5.0,2,5.0,7.0,0,0.0,408,27,0,17,1
3,2,26.0,1206,61000.0,2.0,2,10.0,7.0,2,5.41,504,30,0,104,0
4,2,26.0,1206,61000.0,5.0,3,20.0,10.0,2,0.0,576,71,1,17,1
9,2,71.0,1487,41000.0,10.0,0,10.0,5.0,0,0.0,0,18,0,17,1
8,2,71.0,1487,41000.0,5.0,0,5.0,5.0,0,0.0,336,115,0,17,1
5,2,71.0,1487,41000.0,5.0,2,5.0,7.0,0,0.0,408,27,0,17,1
1,2,71.0,1487,41000.0,10.0,1,10.0,7.0,0,0.0,504,104,0,17,1
4,2,71.0,1487,41000.0,5.0,3,20.0,10.0,2,0.0,576,71,1,17,1
8,2,24.0,1610,42000.0,5.0,0,5.0,5.0,0,0.0,0,31,0,17,1
3,2,24.0,1610,42000.0,2.0,2,10.0,7.0,2,0.0,168,74,0,17,1
7,2,24.0,1610,42000.0,0.0,1,0.0,3.0,1,0.0,336,40,0,17,1
1,2,24.0,1610,42000.0,10.0,1,10.0,7.0,0,0.0,408,34,0,17,1
9,2,24.0,1610,42000.0,10.0,0,10.0,5.0,0,0.0,504,61,0,17,1
7,2,24.0,1610,42000.0,0.0,1,0.0,3.0,1,0.0,576,45,0,17,1
9,0,62.0,1039,81000.0,10.0,0,10.0,5.0,0,18.26,0,106,0,106,0
4,0,62.0,1039,81000.0,5.0,3,20.0,10.0,2,27.03,168,25,0,67,0
8,0,62.0,1039,81000.0,5.0,0,5.0,5.0,0,27.32,408,34,0,35,0
8,0,62.0,1039,81000.0,5.0,0,5.0,5.0,0,42.83,504,30,0,72,0
9,0,62.0,1039,81000.0,10.0,0,10.0,5.0,0,0.0,576,64,0,17,1
6,2,61.0,906,66000.0,2.0,0,10.0,10.0,2,0.0,0,18,0,17,1
9,2,61.0,906,66000.0,10.0,0,10.0,5.0,0,5.76,168,42,0,108,0
4,2,61.0,906,66000.0,5.0,3,20.0,10.0,2,68.82,336,41,0,42,0
3,2,61.0,906,66000.0,2.0,2,10.0,7.0,2,0.0,504,64,0,17,1
3,2,61.0,906,66000.0,2.0,2,10.0,7.0,2,0.0,576,64,0,17,1
2,0,88.0,545,54000.0,0.0,2,0.0,4.0,1,0.0,0,15,0,17,1
2,0,88.0,545,54000.0,0.0,2,0.0,4.0,1,0.0,168,56,0,17,1
2,0,88.0,545,54000.0,0.0,2,0.0,4.0,1,0.0,336,115,0,17,1
9,0,88.0,545,54000.0,10.0,0,10.0,5.0,0,0.0,408,23,0,17,1
8,0,88.0,545,54000.0,5.0,0,5.0,5.0,0,11.27,504,27,0,115,0
7,2,55.0,1699,83000.0,0.0,1,0.0,3.0,1,0.0,0,39,0,17,1
3,2,55.0,1699,83000.0,2.0,2,10.0,7.0,2,0.0,168,77,0,17,1
0,2,55.0,1699,83000.0,3.0,0,7.0,7.0,2,15.54,336,74,0,99,0
1,2,55.0,1699,83000.0,10.0,1,10.0,7.0,0,37.99,408,23,0,24,0
1,2,55.0,1699,83000.0,10.0,1,10.0,7.0,0,0.0,504,116,0,17,1
0,2,55.0,1699,83000.0,3.0,0,7.0,7.0,2,0.0,576,45,0,116,0
8,2,21.0,656,59000.0,5.0,0,5.0,5.0,0,0.0,336,82,0,17,1
3,2,21.0,656,59000.0,2.0,2,10.0,7.0,2,0.0,504,64,0,17,1
1,2,21.0,656,59000.0,10.0,1,10.0,7.0,0,0.0,576,51,0,17,1
0,2,72.0,127,102000.0,3.0,0,7.0,7.0,2,25.28,0,106,0,56,0
0,2,72.0,127,102000.0,3.0,0,7.0,7.0,2,25.73,168,56,0,96,0
7,2,72.0,127,102000.0,0.0,1,0.0,3.0,1,0.0,336,41,0,17,1
1,2,72.0,127,102000.0,10.0,1,10.0,7.0,0,0.0,504,27,0,17,1
6,2,72.0,127,102000.0,2.0,0,10.0,10.0,2,23.97,576,64,0,91,0
2,2,62.0,1028,80000.0,0.0,2,0.0,4.0,1,0.0,0,78,0,17,1
1,2,62.0,1028,80000.0,10.0,1,10.0,7.0,0,17.16,168,83,0,83,0
4,2,62.0,1028,80000.0,5.0,3,20.0,10.0,2,0.0,336,34,0,17,1
7,2,62.0,1028,80000.0,0.0,1,0.0,3.0,1,23.88,408,23,0,42,0
6,2,62.0,1028,80000.0,2.0,0,10.0,10.0,2,22.28,576,60,0,46,0
1,2,50.0,1127,104000.0,10.0,1,10.0,7.0,0,19.44,168,67,0,26,0
4,2,50.0,1127,104000.0,5.0,3,20.0,10.0,2,29.79,408,2,0,2,0
9,2,50.0,1127,104000.0,10.0,0,10.0,5.0,0,29.38,576,52,0,53,0
6,0,68.0,419,76000.0,2.0,0,10.0,10.0,2,0.0,168,103,0,17,1
5,0,68.0,419,76000.0,5.0,2,5.0,7.0,0,0.0,336,82,0,17,1
8,0,68.0,419,76000.0,5.0,0,5.0,5.0,0,0.0,408,34,0,17,1
5,0,68.0,419,76000.0,5.0,2,5.0,7.0,0,0.0,576,118,0,17,1
7,2,94.0,150,50000.0,0.0,1,0.0,3.0,1,0.0,0,68,0,17,1
3,2,94.0,150,50000.0,2.0,2,10.0,7.0,2,18.51,408,34,0,59,0
5,2,94.0,150,50000.0,5.0,2,5.0,7.0,0,0.0,504,27,0,65,0
6,2,94.0,150,50000.0,2.0,0,10.0,10.0,2,5.39,576,51,0,52,0
3,2,44.0,1626,72000.0,2.0,2,10.0,7.0,2,19.84,0,106,0,32,0
1,2,44.0,1626,72000.0,10.0,1,10.0,7.0,0,17.03,336,1,0,71,0
0,2,44.0,1626,72000.0,3.0,0,7.0,7.0,2,14.3,408,34,0,114,0
3,2,44.0,1626,72000.0,2.0,2,10.0,7.0,2,23.12,504,72,0,72,0
6,2,44.0,1626,72000.0,2.0,0,10.0,10.0,2,15.52,576,52,0,116,0
0,2,59.0,1252,77000.0,3.0,0,7.0,7.0,2,0.0,0,0,0,17,1
1,2,59.0,1252,77000.0,10.0,1,10.0,7.0,0,14.11,168,83,0,80,0
5,2,59.0,1252,77000.0,5.0,2,5.0,7.0,0,0.0,408,27,0,17,1
3,2,59.0,1252,77000.0,2.0,2,10.0,7.0,2,0.0,504,71,1,17,1
8,1,52.0,499,80000.0,5.0,0,5.0,5.0,0,22.58,0,18,0,51,0
0,1,52.0,499,80000.0,3.0,0,7.0,7.0,2,25.16,336,82,0,82,0
4,1,52.0,499,80000.0,5.0,3,20.0,10.0,2,0.0,504,61,0,17,1
9,1,52.0,499,80000.0,10.0,0,10.0,5.0,0,16.72,576,64,0,65,0
9,0,58.0,1518,102000.0,10.0,0,10.0,5.0,0,0.0,0,18,0,17,1
9,0,58.0,1518,102000.0,10.0,0,10.0,5.0,0,0.0,168,63,0,17,1
6,0,58.0,1518,102000.0,2.0,0,10.0,10.0,2,12.97,408,23,0,24,0
3,0,58.0,1518,102000.0,2.0,2,10.0,7.0,2,0.0,504,64,0,17,1
9,0,58.0,1518,102000.0,10.0,0,10.0,5.0,0,0.0,576,52,0,53,0
0,2,33.0,1367,42000.0,3.0,0,7.0,7.0,2,0.0,0,18,0,17,1
9,2,33.0,1367,42000.0,10.0,0,10.0,5.0,0,0.0,168,56,0,17,1
6,2,33.0,1367,42000.0,2.0,0,10.0,10.0,2,0.0,336,34,0,17,1
3,2,33.0,1367,42000.0,2.0,2,10.0,7.0,2,0.0,408,76,0,17,1
3,2,28.0,665,35000.0,2.0,2,10.0,7.0,2,0.0,0,78,0,17,1
2,2,28.0,665,35000.0,0.0,2,0.0,4.0,1,0.0,168,69,0,17,1
9,2,28.0,665,35000.0,10.0,0,10.0,5.0,0,0.0,336,9,0,17,1
4,2,28.0,665,35000.0,5.0,3,20.0,10.0,2,0.0,408,27,0,17,1
6,2,28.0,665,35000.0,2.0,0,10.0,10.0,2,0.0,504,72,0,17,1
1,2,28.0,665,35000.0,10.0,1,10.0,7.0,0,0.0,576,64,0,17,1
6,2,47.0,846,86000.0,2.0,0,10.0,10.0,2,13.8,0,106,0,89,0
1,2,47.0,846,86000.0,10.0,1,10.0,7.0,0,28.88,168,42,0,43,0
2,2,47.0,846,86000.0,0.0,2,0.0,4.0,1,0.0,336,74,0,17,1
0,2,47.0,846,86000.0,3.0,0,7.0,7.0,2,14.76,576,52,0,61,0
2,0,22.0,68,49000.0,0.0,2,0.0,4.0,1,0.0,0,78,0,17,1
7,0,22.0,68,49000.0,0.0,1,0.0,3.0,1,0.0,168,78,0,17,1
0,0,22.0,68,49000.0,3.0,0,7.0,7.0,2,8.91,336,73,0,73,0
6,0,22.0,68,49000.0,2.0,0,10.0,10.0,2,15.16,408,34,0,35,0
0,0,22.0,68,49000.0,3.0,0,7.0,7.0,2,12.14,576,32,0,75,0
8,2,34.0,226,38000.0,5.0,0,5.0,5.0,0,0.0,168,67,0,17,1
9,2,34.0,226,38000.0,10.0,0,10.0,5.0,0,0.0,336,74,0,17,1
1,2,34.0,226,38000.0,10.0,1,10.0,7.0,0,0.0,408,11,0,17,1
4,2,34.0,226,38000.0,5.0,3,20.0,10.0,2,0.0,504,64,0,17,1
0,2,34.0,226,38000.0,3.0,0,7.0,7.0,2,0.0,576,117,0,17,1
6,2,53.0,1700,73000.0,2.0,0,10.0,10.0,2,0.0,168,56,0,17,1
6,2,53.0,1700,73000.0,2.0,0,10.0,10.0,2,0.0,336,107,0,17,1
3,2,53.0,1700,73000.0,2.0,2,10.0,7.0,2,0.0,504,36,0,47,0
0,2,53.0,546,40000.0,3.0,0,7.0,7.0,2,0.0,0,21,0,17,1
1,2,53.0,546,40000.0,10.0,1,10.0,7.0,0,0.0,168,67,0,17,1
5,2,53.0,546,40000.0,5.0,2,5.0,7.0,0,6.02,408,107,0,107,0
4,2,53.0,546,40000.0,5.0,3,20.0,10.0,2,0.0,504,64,0,17,1
1,2,53.0,546,40000.0,10.0,1,10.0,7.0,0,0.0,576,118,0,17,1
5,0,58.0,1323,115000.0,5.0,2,5.0,7.0,0,22.08,0,28,0,79,0
3,0,58.0,1323,115000.0,2.0,2,10.0,7.0,2,27.63,168,65,0,66,0
8,0,58.0,1323,115000.0,5.0,0,5.0,5.0,0,42.75,336,82,0,117,0
2,0,58.0,1323,115000.0,0.0,2,0.0,4.0,1,0.0,408,27,0,17,1
6,0,58.0,1323,115000.0,2.0,0,10.0,10.0,2,39.69,504,27,0,28,0
9,0,58.0,1323,115000.0,10.0,0,10.0,5.0,0,22.75,576,3,0,3,0
0,2,22.0,1096,32000.0,3.0,0,7.0,7.0,2,5.26,0,106,0,95,0
7,2,22.0,1096,32000.0,0.0,1,0.0,3.0,1,0.0,168,65,0,17,1
8,2,22.0,1096,32000.0,5.0,0,5.0,5.0,0,8.11,408,34,0,24,0
5,2,22.0,1096,32000.0,5.0,2,5.0,7.0,0,0.0,504,30,0,17,1
9,2,22.0,1096,32000.0,10.0,0,10.0,5.0,0,0.0,576,52,0,53,0
9,2,71.0,1495,75000.0,10.0,0,10.0,5.0,0,29.39,0,28,0,4,0
3,2,71.0,1495,75000.0,2.0,2,10.0,7.0,2,0.0,336,34,0,17,1
5,2,71.0,1495,75000.0,5.0,2,5.0,7.0,0,0.0,408,80,0,17,1
3,2,71.0,1495,75000.0,2.0,2,10.0,7.0,2,0.0,504,27,0,28,0
6,2,71.0,1495,75000.0,2.0,0,10.0,10.0,2,24.94,576,76,0,75,0
0,2,45.0,1525,88000.0,3.0,0,7.0,7.0,2,0.0,0,97,0,17,1
2,2,45.0,1525,88000.0,0.0,2,0.0,4.0,1,0.0,168,25,0,17,1
6,2,45.0,1525,88000.0,2.0,0,10.0,10.0,2,0.0,336,74,0,17,1
1,2,45.0,1525,88000.0,10.0,1,10.0,7.0,0,0.0,504,64,0,17,1
1,2,45.0,1525,88000.0,10.0,1,10.0,7.0,0,25.38,576,52,0,18,0
9,0,82.0,1171,33000.0,10.0,0,10.0,5.0,0,0.0,0,79,0,17,1
6,0,82.0,1171,33000.0,2.0,0,10.0,10.0,2,10.05,408,34,0,11,0
6,0,82.0,1171,33000.0,2.0,0,10.0,10.0,2,125.32,576,60,0,116,0
1,2,40.0,586,65000.0,10.0,1,10.0,7.0,0,0.0,0,78,0,17,1
3,2,40.0,586,65000.0,2.0,2,10.0,7.0,2,0.0,168,78,0,17,1
8,2,40.0,586,65000.0,5.0,0,5.0,5.0,0,0.0,336,1,0,17,1
4,2,40.0,586,65000.0,5.0,3,20.0,10.0,2,0.0,408,104,0,17,1
7,2,40.0,586,65000.0,0.0,1,0.0,3.0,1,7.32,576,32,0,118,0
2,2,35.0,1421,70000.0,0.0,2,0.0,4.0,1,0.0,0,28,0,17,1
0,2,35.0,1421,70000.0,3.0,0,7.0,7.0,2,2.98,168,98,0,12,0
9,2,35.0,1421,70000.0,10.0,0,10.0,5.0,0,0.0,336,74,0,17,1
4,2,35.0,1421,70000.0,5.0,3,20.0,10.0,2,0.0,576,71,1,17,1
2,2,73.0,1591,45000.0,0.0,2,0.0,4.0,1,0.0,0,37,0,17,1
7,2,73.0,1591,45000.0,0.0,1,0.0,3.0,1,0.0,336,9,0,17,1
4,2,73.0,1591,45000.0,5.0,3,20.0,10.0,2,12.36,408,113,0,113,0
4,2,73.0,1591,45000.0,5.0,3,20.0,10.0,2,13.1,504,27,0,72,0
0,2,73.0,1591,45000.0,3.0,0,7.0,7.0,2,10.74,576,64,0,65,0
5,2,55.0,177,94000.0,5.0,2,5.0,7.0,0,23.52,168,56,0,100,0
1,2,55.0,177,94000.0,10.0,1,10.0,7.0,0,0.0,336,34,0,17,1
3,2,55.0,177,94000.0,2.0,2,10.0,7.0,2,0.0,408,27,0,17,1
6,2,55.0,177,94000.0,2.0,0,10.0,10.0,2,0.0,504,36,0,104,0
7,2,60.0,579,74000.0,0.0,1,0.0,3.0,1,0.0,168,56,0,17,1
3,2,60.0,579,74000.0,2.0,2,10.0,7.0,2,0.0,336,115,0,17,1
9,2,60.0,579,74000.0,10.0,0,10.0,5.0,0,0.0,408,80,0,17,1
6,2,60.0,579,74000.0,2.0,0,10.0,10.0,2,0.0,504,30,0,17,1
1,2,45.0,1162,52000.0,10.0,1,10.0,7.0,0,0.0,0,89,0,17,1
8,2,45.0,1162,52000.0,5.0,0,5.0,5.0,0,0.0,168,42,0,17,1
4,2,45.0,1162,52000.0,5.0,3,20.0,10.0,2,0.0,336,27,0,17,1
7,2,45.0,1162,52000.0,0.0,1,0.0,3.0,1,0.0,504,14,0,17,1
1,2,45.0,1162,52000.0,10.0,1,10.0,7.0,0,0.0,576,60,0,17,1
1,2,57.0,1288,80000.0,10.0,1,10.0,7.0,0,26.69,0,18,0,106,0
4,2,57.0,1288,80000.0,5.0,3,20.0,10.0,2,23.63,168,56,0,57,0
1,2,57.0,1288,80000.0,10.0,1,10.0,7.0,0,13.88,504,14,0,14,0
4,2,57.0,1288,80000.0,5.0,3,20.0,10.0,2,23.87,576,60,0,3,0
7,0,56.0,1021,91000.0,0.0,1,0.0,3.0,1,0.0,0,79,0,17,1
1,0,56.0,1021,91000.0,10.0,1,10.0,7.0,0,31.96,336,74,0,74,0
5,0,56.0,1021,91000.0,5.0,2,5.0,7.0,0,0.0,576,52,0,17,1
2,2,55.0,68,104000.0,0.0,2,0.0,4.0,1,0.0,168,34,0,17,1
7,2,55.0,68,104000.0,0.0,1,0.0,3.0,1,0.0,408,11,0,17,1
6,2,55.0,68,104000.0,2.0,0,10.0,10.0,2,31.16,576,60,0,52,0
4,2,19.0,864,50000.0,5.0,3,20.0,10.0,2,0.0,168,74,0,17,1
6,2,19.0,864,50000.0,2.0,0,10.0,10.0,2,0.0,336,87,0,87,0
8,2,19.0,864,50000.0,5.0,0,5.0,5.0,0,21.31,408,23,0,24,0
4,2,19.0,864,50000.0,5.0,3,20.0,10.0,2,0.0,504,64,0,17,1
8,2,19.0,864,50000.0,5.0,0,5.0,5.0,0,0.0,576,32,0,33,0
0,0,68.0,1211,32000.0,3.0,0,7.0,7.0,2,13.92,0,106,0,30,0
4,0,68.0,1211,32000.0,5.0,3,20.0,10.0,2,0.0,168,74,0,17,1
7,0,68.0,1211,32000.0,0.0,1,0.0,3.0,1,9.06,336,74,0,84,0
0,0,68.0,1211,32000.0,3.0,0,7.0,7.0,2,7.49,408,23,0,63,0
5,0,68.0,1211,32000.0,5.0,2,5.0,7.0,0,0.0,504,64,0,17,1
1,0,68.0,1211,32000.0,10.0,1,10.0,7.0,0,9.01,576,60,0,61,0
6,2,52.0,448,38000.0,2.0,0,10.0,10.0,2,0.0,0,28,0,17,1
3,2,52.0,448,38000.0,2.0,2,10.0,7.0,2,10.31,336,70,0,71,0
0,2,52.0,448,38000.0,3.0,0,7.0,7.0,2,0.0,504,27,0,17,1
0,2,52.0,448,38000.0,3.0,0,7.0,7.0,2,0.0,576,118,0,17,1
7,2,57.0,1408,55000.0,0.0,1,0.0,3.0,1,0.0,0,57,0,17,1
4,2,57.0,1408,55000.0,5.0,3,20.0,10.0,2,0.0,168,94,0,17,1
2,2,57.0,1408,55000.0,0.0,2,0.0,4.0,1,0.0,336,84,0,17,1
6,2,57.0,1408,55000.0,2.0,0,10.0,10.0,2,0.0,504,14,0,17,1
8,0,86.0,1057,109000.0,5.0,0,5.0,5.0,0,0.0,0,7,0,17,1
2,0,86.0,1057,109000.0,0.0,2,0.0,4.0,1,0.0,168,74,0,17,1
4,0,86.0,1057,109000.0,5.0,3,20.0,10.0,2,23.18,336,48,0,49,0
1,0,86.0,1057,109000.0,10.0,1,10.0,7.0,0,29.81,408,93,0,93,0
6,0,86.0,1057,109000.0,2.0,0,10.0,10.0,2,31.4,504,36,0,37,0
5,0,86.0,1057,109000.0,5.0,2,5.0,7.0,0,0.0,576,71,1,17,1
6,0,54.0,1110,117000.0,2.0,0,10.0,10.0,2,21.74,0,18,0,79,0
5,0,54.0,1110,117000.0,5.0,2,5.0,7.0,0,32.45,168,78,0,78,0
7,0,54.0,1110,117000.0,0.0,1,0.0,3.0,1,0.0,408,27,0,17,1
2,0,54.0,1110,117000.0,0.0,2,0.0,4.0,1,0.0,504,30,0,17,1
8,0,54.0,1110,117000.0,5.0,0,5.0,5.0,0,0.0,576,64,0,17,1
0,2,58.0,1455,54000.0,3.0,0,7.0,7.0,2,5.48,0,28,0,20,0
3,2,58.0,1455,54000.0,2.0,2,10.0,7.0,2,10.12,168,35,0,48,0
8,2,58.0,1455,54000.0,5.0,0,5.0,5.0,0,9.06,336,82,0,87,0
9,2,58.0,1455,54000.0,10.0,0,10.0,5.0,0,0.0,408,23,0,17,1
5,2,58.0,1455,54000.0,5.0,2,5.0,7.0,0,0.0,576,3,0,17,1
9,0,86.0,671,73000.0,10.0,0,10.0,5.0,0,13.84,168,78,0,50,0
8,0,86.0,671,73000.0,5.0,0,5.0,5.0,0,18.19,336,48,0,41,0
7,0,86.0,671,73000.0,0.0,1,0.0,3.0,1,0.0,408,34,0,17,1
5,0,86.0,671,73000.0,5.0,2,5.0,7.0,0,0.0,576,71,1,17,1
7,2,67.0,1408,79000.0,0.0,1,0.0,3.0,1,0.0,0,106,0,17,1
8,2,67.0,1408,79000.0,5.0,0,5.0,5.0,0,23.75,168,56,0,64,0
4,2,67.0,1408,79000.0,5.0,3,20.0,10.0,2,22.9,336,74,0,74,0
8,2,67.0,1408,79000.0,5.0,0,5.0,5.0,0,12.77,504,27,0,6,0
2,2,70.0,1555,60000.0,0.0,2,0.0,4.0,1,0.0,0,78,0,17,1
3,2,70.0,1555,60000.0,2.0,2,10.0,7.0,2,0.0,168,74,0,17,1
0,2,70.0,1555,60000.0,3.0,0,7.0,7.0,2,0.0,336,82,0,17,1
0,2,70.0,1555,60000.0,3.0,0,7.0,7.0,2,0.0,504,36,0,17,1
1,2,70.0,1555,60000.0,10.0,1,10.0,7.0,0,0.0,576,52,0,17,1
4,0,61.0,1272,118000.0,5.0,3,20.0,10.0,2,24.27,168,69,0,70,0
8,0,61.0,1272,118000.0,5.0,0,5.0,5.0,0,35.33,336,74,0,73,0
5,0,61.0,1272,118000.0,5.0,2,5.0,7.0,0,28.39,408,107,0,107,0
6,0,61.0,1272,118000.0,2.0,0,10.0,10.0,2,29.22,504,30,0,31,0
1,0,61.0,1272,118000.0,10.0,1,10.0,7.0,0,37.2,576,64,0,46,0
2,0,52.0,320,115000.0,0.0,2,0.0,4.0,1,0.0,0,7,0,17,1
1,0,52.0,320,115000.0,10.0,1,10.0,7.0,0,25.5,168,67,0,68,0
6,0,52.0,320,115000.0,2.0,0,10.0,10.0,2,33.04,336,74,0,82,0
7,0,52.0,320,115000.0,0.0,1,0.0,3.0,1,0.0,408,41,0,17,1
7,0,52.0,320,115000.0,0.0,1,0.0,3.0,1,0.0,504,120,0,17,1
6,0,52.0,320,115000.0,2.0,0,10.0,10.0,2,29.23,576,60,0,116,0
4,0,70.0,1662,76000.0,5.0,3,20.0,10.0,2,27.83,168,78,0,108,0
9,0,70.0,1662,76000.0,10.0,0,10.0,5.0,0,25.04,408,11,0,113,0
8,0,70.0,1662,76000.0,5.0,0,5.0,5.0,0,12.8,504,27,0,28,0
0,2,56.0,1207,99000.0,3.0,0,7.0,7.0,2,27.28,0,18,0,30,0
6,2,56.0,1207,99000.0,2.0,0,10.0,10.0,2,25.03,168,78,0,103,0
6,2,56.0,1207,99000.0,2.0,0,10.0,10.0,2,20.24,408,34,0,35,0
3,2,56.0,1207,99000.0,2.0,2,10.0,7.0,2,0.0,504,30,0,17,1
1,2,56.0,1207,99000.0,10.0,1,10.0,7.0,0,0.0,576,52,0,116,0
2,0,44.0,1322,35000.0,0.0,2,0.0,4.0,1,0.0,0,78,0,17,1
2,0,44.0,1322,35000.0,0.0,2,0.0,4.0,1,0.0,168,34,0,17,1
3,0,44.0,1322,35000.0,2.0,2,10.0,7.0,2,0.0,408,27,0,17,1
4,0,44.0,1322,35000.0,5.0,3,20.0,10.0,2,0.0,504,64,0,17,1
3,0,44.0,1322,35000.0,2.0,2,10.0,7.0,2,5.1,576,33,0,18,0
1,2,46.0,942,35000.0,10.0,1,10.0,7.0,0,0.0,0,18,0,17,1
